short_name,age,nationality_name,overall,potential,club_name,value_eur,wage_eur,player_positions
W. Bianda,21,France,63,70,AS Nancy Lorraine,900000.0,6000.0,CB
S. Hughes,24,England,63,70,Burton Albion,900000.0,12000.0,CB
T. Bayliss,22,England,63,74,Wigan Athletic,1100000.0,6000.0,CM
J. Célestine,23,France,63,70,Rodez Aveyron Football,900000.0,1000.0,CB
Valera,24,Spain,63,69,SD Huesca,625000.0,2000.0,GK
J. Vollert,23,Germany,63,74,Hallescher FC,1000000.0,900.0,CB
S. Schäfer,27,Germany,63,65,Sportclub Verl,500000.0,600.0,CB
T. Kraulich,22,Germany,63,69,FC Würzburger Kickers,700000.0,2000.0,CB
S. Klaas,23,Germany,63,69,VfL Osnabrück,750000.0,1000.0,CAM
G. Koyalipou,21,France,63,69,FC Lausanne-Sport,775000.0,2000.0,RM
R. Hutton,22,England,63,72,Barrow,1000000.0,2000.0,RWB
M. Merghem,23,France,63,69,En Avant de Guingamp,750000.0,2000.0,RM
B. Taz,22,Germany,63,72,Borussia Dortmund II,1100000.0,1000.0,CAM
S. George,23,England,63,70,Colchester United,825000.0,2000.0,GK
N. Zanellato,23,Italy,63,72,Crotone,1100000.0,2000.0,CM
J. González,24,Argentina,63,69,Club Atlético Central Córdoba,700000.0,2000.0,RB
J. Tell,24,France,63,68,Clermont Foot 63,725000.0,4000.0,ST
A. Maciel,24,Argentina,63,71,Club Atlético Central Córdoba,1000000.0,3000.0,CB
L. Gibson,20,England,63,76,Sheffield Wednesday,1100000.0,9000.0,CB
A. Collins,21,England,63,74,Exeter City,1000000.0,2000.0,CDM
J. Sparkes,20,England,63,77,Exeter City,1100000.0,2000.0,LWB
C. Moros Gracia,28,Spain,63,65,Mjällby AIF,475000.0,900.0,CB
N. Sessa,25,Germany,63,67,1. FC Kaiserslautern,675000.0,1000.0,CAM
Javi Vázquez,20,Spain,63,73,UD Ibiza,1000000.0,1000.0,LB
G. Marsh,22,England,63,74,AFC Wimbledon,1000000.0,2000.0,RB
Sillero,23,Spain,63,73,Athletic Club de Bilbao,1000000.0,4000.0,CB
A. Aguirre,21,Argentina,63,74,Godoy Cruz,1000000.0,2000.0,CB
O. Steurer,26,Germany,63,68,MSV Duisburg,625000.0,2000.0,CB
A. Amade,21,Germany,63,74,KV Oostende,1100000.0,2000.0,RM
K. Brünker,27,Germany,63,64,1. FC Magdeburg,550000.0,1000.0,ST
E. Zehir,23,Germany,63,68,Antalyaspor,675000.0,3000.0,CDM
M. Miller,25,England,63,64,Rotherham United,575000.0,3000.0,LM
N. Stierlin,21,Germany,63,77,MSV Duisburg,1100000.0,1000.0,CDM
C. Akono,21,Germany,63,73,Sportclub Verl,1100000.0,550.0,ST
J. Ponceau,20,France,63,74,Nîmes Olympique,1100000.0,3000.0,CAM
T. John-Jules,20,England,63,76,Blackpool,1200000.0,11000.0,ST
A. Herzog,23,Germany,63,69,Hallescher FC,750000.0,1000.0,RM
R. Kehr,21,Germany,63,75,SpVgg Greuther Fürth,1200000.0,4000.0,LM
C. Morton,21,England,63,75,Fleetwood Town,1200000.0,7000.0,ST
A. Cochrane,21,England,63,72,Heart of Midlothian,1000000.0,1000.0,LB
Rodolfo Cardoso,23,Portugal,63,70,Santa Clara,825000.0,950.0,GK
M. Watters,22,England,63,71,Milton Keynes Dons,1100000.0,7000.0,ST
L. Ingolotti,21,Argentina,63,72,Club Atlético Aldosivi,925000.0,1000.0,GK
R. Taillan,29,France,63,63,US Quevilly Rouen Métropole,425000.0,1000.0,RB
Y. Otto,22,Germany,63,70,Eintracht Braunschweig,975000.0,1000.0,CAM
D. Bertrand,28,France,63,63,AS Nancy Lorraine,475000.0,2000.0,LM
A. Odimayo,21,England,63,73,Swindon Town,1000000.0,2000.0,CB
D. Thompson,20,England,63,76,Brentford,1100000.0,6000.0,LB
L. Pfeiffer,24,Germany,63,66,SV Darmstadt 98,675000.0,5000.0,ST
C. Vidal,21,France,63,75,AC Ajaccio,1100000.0,3000.0,CB
K. Goden,22,Germany,63,69,TSV 1860 München,725000.0,750.0,RB
R. Paparelli,24,Argentina,63,72,Club Atlético Talleres,1000000.0,3000.0,CB
J. Key,21,England,63,72,Exeter City,1000000.0,2000.0,RWB
Javi Rubio,22,Spain,63,74,CD Leganés,1000000.0,2000.0,RB
C. Pombo,27,Argentina,63,64,Club Atlético Sarmiento,550000.0,3000.0,CM
Jean Carlos,26,Brazil,63,66,Varbergs BoIS FC,575000.0,850.0,LB
J. Bartels,22,Germany,63,75,SV Waldhof Mannheim 07,1000000.0,650.0,GK
A. Gürleyen,22,Germany,63,72,SV Wehen Wiesbaden,1000000.0,2000.0,CB
A. Morgan,21,England,63,74,Charlton Athletic,1100000.0,2000.0,CM
L. Beltrán,20,Argentina,63,78,Club Atlético Colón,1200000.0,2000.0,ST
N. Chilvers,20,England,63,75,Colchester United,1200000.0,3000.0,CAM
F. Pérez,22,Argentina,63,74,Club Atlético Aldosivi,1100000.0,3000.0,ST
K. Dembélé,18,England,63,82,Celtic,1200000.0,4000.0,RM
B. Wiredu,21,England,63,74,Colchester United,1100000.0,3000.0,CM
B. Fofana,22,France,63,71,Servette FC,1100000.0,3000.0,LM
L. Kitching,21,England,63,72,Barnsley,1000000.0,6000.0,CB
R. Gotts,21,England,63,73,Barrow,1100000.0,2000.0,CAM
E. Ramírez,22,Argentina,63,72,Estudiantes de La Plata,1100000.0,3000.0,ST
U. Godwin-Malife,21,England,63,73,Forest Green Rovers,1000000.0,3000.0,CB
Fran Navarro,23,Spain,63,72,Gil Vicente FC,1100000.0,2000.0,ST
M. Smith,20,England,63,77,Doncaster Rovers,1100000.0,9000.0,CDM
K. John,20,England,63,75,Everton,1100000.0,9000.0,RB
Mikel Carro,22,Spain,63,73,Real Valladolid CF,1100000.0,2000.0,CM
R. Romeo,31,Italy,63,63,Gaz Metan Mediaş,350000.0,2000.0,RB
Romário Pires,32,Brazil,63,63,FC Farul Constanța,325000.0,2000.0,CDM
H. López Muñoz,20,Argentina,63,75,Club Atlético Central Córdoba,1200000.0,2000.0,CAM
J. Hill,19,England,63,75,Fleetwood Town,1100000.0,1000.0,CB
Pedro Brazão,18,Portugal,63,75,Futebol Clube de Famalicão,1100000.0,750.0,RM
F. Flick,21,Germany,63,75,FC Schalke 04,1100000.0,2000.0,CDM
A. Zagré,19,France,63,72,FC Utrecht,1000000.0,4000.0,LB
J. Mellish,23,England,63,70,Carlisle United,950000.0,3000.0,CM
N. Guinness-Walker,21,England,63,72,AFC Wimbledon,1000000.0,1000.0,LB
M. Diarra,20,France,63,76,Toulouse Football Club,1100000.0,1000.0,LWB
D. Bakwa,18,France,63,75,FC Girondins de Bordeaux,1100000.0,2000.0,LW
Y. Osée,24,Germany,63,68,SV Meppen,650000.0,500.0,CB
F. Egerer,23,Germany,63,69,SV Meppen,700000.0,500.0,CDM
B. Santelli,29,France,63,63,SC Bastia,475000.0,1000.0,LM
S. Conteh,24,Germany,63,66,1. FC Magdeburg,650000.0,1000.0,RW
J. Passaglia,32,Argentina,63,63,AFC UTA Arad,375000.0,2000.0,CM
M. Rohr,26,Germany,63,65,Hamburger SV,525000.0,3000.0,CDM
P. Koronkiewicz,30,Germany,63,63,Viktoria Köln,425000.0,1000.0,RB
B. Mitchell,20,England,63,72,Millwall,1000000.0,2000.0,CM
L. Vázquez,20,Argentina,63,78,Boca Juniors,1200000.0,3000.0,ST
F. Greilinger,20,Germany,63,78,TSV 1860 München,1200000.0,700.0,LM
A. Colpani,22,Italy,63,74,AC Monza,1100000.0,1000.0,CM
João Gonçalves,20,Portugal,63,73,Boavista FC,900000.0,2000.0,GK
Luís Phelipe,20,Brazil,63,74,FC Lugano,1100000.0,5000.0,LW
Y. Bilingi,22,France,63,70,En Avant de Guingamp,925000.0,2000.0,RB
F. Azaz,20,England,63,74,Newport County,1000000.0,9000.0,CM
Berto Hórreo,21,Spain,63,75,Real Oviedo,1000000.0,1000.0,GK
Rúben Fonseca,21,Portugal,63,73,CD Tondela,1100000.0,1000.0,ST
Sergio Lozano,22,Spain,63,73,Villarreal CF,1100000.0,5000.0,CM
R. Tachie,22,Germany,63,68,Borussia Dortmund II,750000.0,1000.0,ST
João Pedro,24,Portugal,63,70,FC Paços de Ferreira,975000.0,2000.0,ST
M. Senger,21,Germany,63,72,1. FC Kaiserslautern,1000000.0,3000.0,CB
Hélder Baldé,22,Portugal,63,70,FC Lugano,900000.0,2000.0,CB
N. Woltemade,19,Germany,63,76,SV Werder Bremen,1100000.0,2000.0,ST
C. Cresswell,18,England,63,81,Leeds United,1100000.0,4000.0,CB
M. Ovejero,34,Argentina,63,63,Club Always Ready,230000.0,500.0,ST
C. Drameh,19,England,63,80,Leeds United,1200000.0,7000.0,RB
A. Marinelli,22,Argentina,63,75,Rosario Central,1200000.0,3000.0,LM
F. Ibarra,20,Argentina,63,75,Atlanta United,1200000.0,1000.0,CM
A. Boutoutaou,20,France,63,79,Valenciennes FC,1300000.0,1000.0,CAM
Bubacar Djaló,24,Portugal,63,71,HJK Helsinki,1000000.0,500.0,CDM
L. Tramoni,18,France,63,76,Cagliari,1100000.0,2000.0,RM
F. Lo Celso,21,Argentina,63,77,Rosario Central,1200000.0,3000.0,CAM
S. Jasper,20,England,63,78,Colchester United,1200000.0,8000.0,LM
Danny Henriques,23,Portugal,63,72,Belenenses SAD,1000000.0,1000.0,CB
G. Gohlke,22,Germany,63,76,SV Waldhof Mannheim 07,1100000.0,800.0,CB
S. Ramírez,20,Argentina,63,78,Club Atlético Huracán,1200000.0,2000.0,RM
Pedro Amador,22,Portugal,63,73,Moreirense FC,1000000.0,2000.0,LB
Rafael Pereira,21,Brazil,63,76,Al Ain FC,1100000.0,500.0,CB
Jony Álamo,19,Spain,63,79,Elche CF,1200000.0,2000.0,CDM
G. Di Serio,19,Italy,63,75,Benevento,1100000.0,2000.0,ST
E. Roldán,20,Argentina,63,72,Unión de Santa Fe,1100000.0,2000.0,RW
F. Versaci,19,Argentina,63,74,Vélez Sarsfield,1000000.0,2000.0,LW
N. Bruneel,24,France,63,70,USL Dunkerque,950000.0,1000.0,CM
D. Cirkin,19,England,63,77,Sunderland,1100000.0,1000.0,LB
D. Boudaud,34,France,63,63,USL Dunkerque,230000.0,2000.0,RM
M. Müller,29,Germany,63,63,1. FC Saarbrücken,425000.0,1000.0,LB
J. Kadile,18,France,63,78,Stade Rennais FC,1100000.0,4000.0,LW
L. Ugochukwu,17,France,63,80,Stade Rennais FC,1200000.0,1000.0,CM
O. Traoré,23,Germany,63,68,VfL Osnabrück,675000.0,1000.0,RB
P. Steinwender,24,Germany,63,66,Sportclub Verl,650000.0,550.0,RM
S. Muratore,23,Italy,63,71,CD Tondela,1100000.0,8000.0,CM
A. Becker,24,Germany,63,68,SSV Jahn Regensburg,725000.0,2000.0,ST
J. Olschowsky,19,Germany,63,80,Borussia Mönchengladbach,1100000.0,2000.0,GK
R. Lozano,23,Argentina,63,70,Club Atlético Huracán,925000.0,2000.0,RB
S. Benchamma,21,France,63,74,Chamois Niortais Football Club,1000000.0,1000.0,CDM
Manu Molina,22,Spain,63,71,SD Huesca,1100000.0,2000.0,RM
C. Pastina,20,Italy,63,75,Benevento,1100000.0,2000.0,CB
C. Hall,28,England,63,65,Harrogate Town,475000.0,3000.0,CB
A. Martin,29,England,63,63,Harrogate Town,475000.0,3000.0,ST
M. Schroers,19,Germany,63,75,Borussia Mönchengladbach,1100000.0,3000.0,LM
B. Brahimi,21,France,63,77,Angers SCO,1200000.0,4000.0,LW
A. Cantero,23,Argentina,63,70,Godoy Cruz,975000.0,2000.0,ST
Luis Carbonell,18,Spain,63,81,Real Madrid CF,1200000.0,1000.0,ST
S. Cocimano,21,Argentina,63,75,Gimnasia y Esgrima La Plata,1200000.0,3000.0,ST
M. Llano,21,Argentina,63,72,Godoy Cruz,1000000.0,2000.0,RB
Kewin,26,Brazil,63,68,Moreirense FC,550000.0,2000.0,GK
Derik Lacerda,21,Brazil,63,68,Moreirense FC,750000.0,2000.0,ST
M. Schikora,26,Germany,63,66,FSV Zwickau,575000.0,700.0,CDM
G. Touré,27,France,63,63,Carlisle United,500000.0,3000.0,LW
Miullen,23,Brazil,63,72,Gil Vicente FC,1100000.0,2000.0,ST
A. Azhil,20,Germany,63,74,RKC Waalwijk,1000000.0,6000.0,CDM
N. Banegas,24,Argentina,63,67,Club Atlético Central Córdoba,650000.0,2000.0,LB
Gonçalo Franco,20,Portugal,63,68,Moreirense FC,725000.0,2000.0,CAM
Toti,22,Portugal,63,70,Grasshopper Club Zürich,900000.0,11000.0,CB
Javier Izquierdo,20,Spain,63,76,Real Sporting de Gijón,1000000.0,1000.0,GK
Zé Carlos,22,Portugal,63,72,Gil Vicente FC,1000000.0,2000.0,RB
T. Siersleben,21,Germany,63,75,1. FC Heidenheim 1846,1100000.0,7000.0,CB
Francisco Teixeira,23,Portugal,63,72,Belenenses SAD,1100000.0,1000.0,CAM
Clau Mendes,20,Spain,63,76,Unión Deportiva Las Palmas,1200000.0,2000.0,ST
L. Barry,18,England,63,84,Ipswich Town,1500000.0,5000.0,ST
A. Sabella,20,Argentina,63,75,San Lorenzo de Almagro,1200000.0,2000.0,CM
Rodrigo Gomes,17,Portugal,63,83,SC Braga,1300000.0,650.0,RW
Lanchi,20,Spain,63,75,Villarreal CF,1100000.0,4000.0,RB
M. Bajamich,21,Argentina,63,75,Houston Dynamo,1200000.0,2000.0,RW
C. Chukwuemeka,17,England,63,84,Aston Villa,1500000.0,1000.0,CAM
Zarzana,19,Spain,63,78,Sevilla FC,1100000.0,3000.0,RM
Nico Serrano,18,Spain,63,81,Athletic Club de Bilbao,1200000.0,2000.0,LW
T. Breithaupt,19,Germany,63,74,Karlsruher SC,975000.0,2000.0,CDM
Ángel Jiménez,19,Spain,63,76,Granada CF,1000000.0,1000.0,GK
F. Da Silva,18,France,63,79,Olympique Lyonnais,1200000.0,4000.0,CM
L. Mouyokolo,20,France,63,73,FC Lorient,975000.0,3000.0,CB
L. Brumme,21,Germany,63,68,SV Wehen Wiesbaden,750000.0,1000.0,LM
Svensson,19,Spain,63,79,RCD Espanyol de Barcelona,1300000.0,2000.0,ST
Urko González,20,Spain,63,76,Real Sociedad B,1100000.0,1000.0,CB
G. Torres,21,Argentina,63,75,Club Atlético Talleres,1200000.0,2000.0,CAM
Iker Recio,20,Spain,63,77,Rayo Vallecano,1100000.0,3000.0,CB
R. Cabral,20,Argentina,63,73,Club Atlético Huracán,1100000.0,2000.0,RW
K. Schade,19,Germany,63,76,Sport-Club Freiburg,1100000.0,4000.0,CF
D. Scarlett,17,England,63,86,Tottenham Hotspur,1500000.0,3000.0,ST
M. Rogoski,27,Argentina,63,64,Arsenal de Sarandí,550000.0,2000.0,CM
R. Sangiovani,23,Argentina,63,70,Rosario Central,925000.0,3000.0,RB
J. Giani,22,Argentina,63,71,Newell's Old Boys,1100000.0,3000.0,LM
D. Giménez,24,Argentina,63,71,Club Bolívar,1000000.0,500.0,CDM
L. Bate,18,England,63,83,Leeds United,1300000.0,5000.0,CM
N. Iribarren,33,Argentina,63,63,Platense,230000.0,3000.0,CB
R. Morales,27,Argentina,63,63,Club Deportivo Jorge Wilstermann,450000.0,500.0,CDM
J. Lencinas,33,Argentina,63,63,Club Atlético Palmaflor,230000.0,500.0,CB
S. Rosane,21,Argentina,63,75,San Lorenzo de Almagro,1100000.0,2000.0,CDM
R. Sordo,21,Argentina,63,75,Newell's Old Boys,1200000.0,2000.0,RM
M. Aydin,19,Germany,63,77,FC Schalke 04,1100000.0,1000.0,RWB
A. Bustos,22,Argentina,63,74,Atlético Tucumán,1100000.0,2000.0,CM
O. El Hilali,17,Spain,63,81,RCD Espanyol de Barcelona,1100000.0,500.0,RB
K. Nagera,19,France,63,80,SC Bastia,1300000.0,8000.0,ST
Juninho Rocha,23,Brazil,63,70,Club Atlético Rentistas,975000.0,500.0,RW
Álex Cardero,17,Spain,63,82,Real Oviedo,1200000.0,500.0,CM
M. Estève,19,France,63,76,Montpellier Hérault SC,1100000.0,2000.0,CB
A. Ba,17,France,63,76,Le Havre AC,1100000.0,500.0,CM
T. Galván,21,Argentina,63,75,River Plate,1200000.0,3000.0,CAM
Mini,22,Spain,63,74,Atlético de Madrid,1100000.0,8000.0,CM
Miki Muñoz,26,Spain,63,66,Burgos CF,625000.0,2000.0,CM
Marcelo Machado,22,Brazil,63,70,FC Vizela,925000.0,1000.0,CDM
Fernando Castro,24,Brazil,63,69,FC Arouca,625000.0,1000.0,GK
Aldalur,29,Spain,63,63,SD Amorebieta,425000.0,2000.0,RB
Koldo Obieta,27,Spain,63,64,SD Amorebieta,550000.0,2000.0,ST
Iñigo Orozco,28,Spain,63,63,SD Amorebieta,500000.0,2000.0,ST
Iñaki Recio,21,Spain,63,73,Real Sociedad B,1000000.0,1000.0,LB
Ander Martín,20,Spain,63,75,Real Sociedad B,1200000.0,1000.0,RM
F. Pfanne,26,Germany,63,65,Borussia Dortmund II,525000.0,1000.0,CDM
K. Ezekwem,20,Germany,63,75,Sport-Club Freiburg,1100000.0,4000.0,CB
N. Weißhaupt,19,Germany,63,76,Sport-Club Freiburg,1100000.0,3000.0,LM
Leândro,32,Brazil,63,63,Radomiak Radom,375000.0,1000.0,RM
Miki Villar,24,Spain,63,70,UD Ibiza,975000.0,2000.0,ST
Ramón Juan,21,Spain,63,69,CD Mirandés,625000.0,950.0,GK
N. Tasky,30,Germany,63,63,TSV Havelse,400000.0,500.0,CB
T. Fölster,27,Germany,63,65,TSV Havelse,500000.0,500.0,CB
D. Cicek,28,Germany,63,63,TSV Havelse,475000.0,600.0,CAM
K. Schumacher,23,Germany,63,71,F.C. Hansa Rostock,1100000.0,2000.0,LW
Imanol,20,Spain,63,75,CD Mirandés,1100000.0,3000.0,LB
F. Kleinhansl,20,Germany,63,74,VfL Osnabrück,1000000.0,900.0,LB
João Miguel,27,Portugal,63,64,Campionii FC Arges,475000.0,2000.0,CB
I. Gharbi,17,France,63,80,Paris Saint-Germain,1200000.0,3000.0,LW
M. Mansilla,25,Argentina,63,67,Patronato,525000.0,2000.0,GK
Alberto Toril,24,Spain,63,67,Piast Gliwice,700000.0,2000.0,ST
Renato Júnior,19,Brazil,63,78,Portimonense SC,1100000.0,1000.0,ST
J. Bongard,19,Germany,63,79,Borussia Mönchengladbach,1200000.0,3000.0,CB
C. Rushworth,19,England,63,80,Walsall,1100000.0,1000.0,GK
K. Serber,22,France,63,68,Toulouse Football Club,725000.0,2000.0,CM
V. Barco,16,Argentina,63,83,Boca Juniors,1300000.0,500.0,LB
F. Russo,20,Argentina,63,72,Platense,1100000.0,2000.0,RM
B. Leyes,19,Argentina,63,73,Godoy Cruz,1000000.0,1000.0,CM
Rodrigo Guth,20,Brazil,63,72,N.E.C. Nijmegen,975000.0,6000.0,CB
Neskes,19,Spain,63,76,FC Cartagena,1100000.0,1000.0,CM
Rafa Santos,24,Portugal,63,70,Belenenses SAD,950000.0,1000.0,CM
Herculano,17,Portugal,63,80,Vitória de Guimarães,1200000.0,500.0,ST
L. Vega,22,Argentina,63,71,AD Alcorcón,1100000.0,2000.0,CM
Agirrezabala,20,Spain,63,77,Athletic Club de Bilbao,1000000.0,2000.0,GK
Pablo Gálvez,19,Spain,63,78,RCD Mallorca,1100000.0,3000.0,ST
Torrente,19,Spain,63,79,Granada CF,1200000.0,2000.0,CB
Llabrés,19,Spain,63,81,RCD Mallorca,1200000.0,3000.0,LM
Iker Benito,18,Spain,63,75,CA Osasuna,1100000.0,2000.0,RM
Luis López,20,Spain,63,76,Real Madrid CF,1000000.0,11000.0,GK
Naim García,19,Spain,63,78,CD Leganés,1100000.0,1000.0,RM
Raúl Caballero,20,Spain,63,77,Unión Deportiva Almería,1200000.0,2000.0,ST
Geovani,20,Brazil,63,75,Futebol Clube de Famalicão,1200000.0,2000.0,RW
André Ricardo,20,Portugal,63,73,Futebol Clube de Famalicão,1100000.0,2000.0,CAM
Liberal,18,Portugal,63,75,Gil Vicente FC,1100000.0,1000.0,ST
T. Schumacher,23,Germany,63,68,SK Austria Klagenfurt,675000.0,2000.0,LB
Cássinho,28,Brazil,63,63,Mumbai City FC,475000.0,850.0,CAM
Dominic Vinícius,26,Brazil,63,66,Vejle Boldklub,625000.0,3000.0,ST
Gabri Martínez,18,Spain,63,79,Girona FC,1200000.0,900.0,RM
L. Damer,21,Germany,63,73,TSV Havelse,1100000.0,500.0,CAM
E. Vergani,20,Italy,63,73,US Salernitana 1919,1100000.0,7000.0,ST
Alisson Safira,26,Brazil,63,66,Belenenses SAD,625000.0,2000.0,ST
Tiago Matos,20,Portugal,63,72,Radomiak Radom,1000000.0,750.0,CDM
C. Porter,37,England,62,62,Crewe Alexandra,140000.0,2000.0,ST
M. Bloomfield,37,England,62,62,Wycombe Wanderers,130000.0,1000.0,CM
S. Brown,36,England,62,62,Exeter City,45000.0,1000.0,GK
T. Craig,36,England,62,62,Crawley Town,70000.0,2000.0,CB
J. Ortiz,37,Argentina,62,62,Arsenal de Sarandí,130000.0,2000.0,CM
M. Done,33,England,62,62,Rochdale,210000.0,2000.0,LB
G. Coulibaly,35,France,62,62,SC Bastia,110000.0,800.0,CDM
J. Grounds,33,England,62,62,Exeter City,190000.0,2000.0,CB
J. Brown,32,England,62,62,Bristol Rovers,275000.0,2000.0,LB
L. Prosser,33,England,62,62,Stevenage,190000.0,2000.0,CB
C. Skuse,35,England,62,62,Colchester United,110000.0,2000.0,CDM
E. Upson,31,England,62,62,Newport County,325000.0,3000.0,CM
N. Maynard,34,England,62,62,Tranmere Rovers,190000.0,2000.0,ST
C. Taborda,37,Argentina,62,62,Club Atlético Central Córdoba,45000.0,1000.0,GK
L. Kerry,32,England,62,62,Harrogate Town,325000.0,2000.0,CM
A. Williams,34,England,62,62,Cheltenham Town,190000.0,2000.0,ST
B. Nehrig,34,Germany,62,62,FC Viktoria 1889 Berlin,140000.0,800.0,CDM
M. Jones,33,England,62,62,Barrow,240000.0,2000.0,CM
R. O'Donnell,32,England,62,62,Bradford City,200000.0,3000.0,GK
C. Daniel,33,England,62,62,Exeter City,210000.0,2000.0,LB
M. Baudry,33,France,62,62,Swindon Town,190000.0,3000.0,CB
T. Elliott,30,England,62,62,Salford City,400000.0,4000.0,ST
E. Parish,31,England,62,62,St. Johnstone FC,210000.0,1000.0,GK
N. Featherstone,32,England,62,62,Hartlepool United,275000.0,2000.0,CDM
M. Ellis,32,England,62,62,Barrow,250000.0,2000.0,CB
N. Delfouneso,30,England,62,62,Bolton Wanderers,400000.0,2000.0,ST
C. Eastmond,30,England,62,62,Sutton United,375000.0,2000.0,CM
F. Sears,31,England,62,62,Colchester United,325000.0,3000.0,ST
K. Dennis,31,England,62,62,St. Mirren,325000.0,2000.0,ST
F. Riedel,31,Germany,62,62,TSV Havelse,275000.0,500.0,CB
J. Clarke,29,England,62,62,Oldham Athletic,325000.0,2000.0,CB
S. Bennett,30,England,62,62,Newport County,375000.0,3000.0,CM
J. Payne,29,England,62,62,Crawley Town,400000.0,3000.0,CM
J. Kotzke,31,Germany,62,62,FC Ingolstadt 04,275000.0,3000.0,CDM
L. Ridehalgh,30,England,62,62,Bradford City,350000.0,4000.0,LB
H. Davis,29,England,62,62,Scunthorpe United,325000.0,3000.0,CB
H. Beautyman,29,England,62,62,Sutton United,400000.0,2000.0,CM
A. Tutte,30,England,62,62,Bolton Wanderers,325000.0,2000.0,CDM
K. Mellor,30,England,62,62,Carlisle United,350000.0,2000.0,RB
B. Coker,32,England,62,62,Stevenage,275000.0,2000.0,LB
R. McDonald,29,England,62,62,Carlisle United,325000.0,2000.0,CB
O. Banks,28,England,62,62,Barrow,400000.0,2000.0,CM
M. Könnecke,32,Germany,62,62,FSV Zwickau,325000.0,700.0,CAM
L. Young,28,England,62,62,Wrexham AFC,350000.0,500.0,CDM
C. Ripley,28,England,62,64,Preston North End,350000.0,5000.0,GK
A. Berardi,30,Italy,62,62,Hellas Verona,275000.0,4000.0,GK
Elton Monteiro,27,Portugal,62,62,FC Lausanne-Sport,375000.0,3000.0,CB
G. Taft,27,England,62,63,Scunthorpe United,400000.0,3000.0,CB
J. Reeves,28,England,62,62,Stevenage,400000.0,2000.0,CM
L. Norris,28,England,62,62,Stevenage,400000.0,2000.0,ST
E. Whitehouse,27,England,62,63,Forest Green Rovers,450000.0,4000.0,CM
B. Kiernan,28,England,62,62,Walsall,400000.0,3000.0,LM
H. Bunn,28,England,62,62,Scunthorpe United,400000.0,3000.0,LM
L. O'Neil,27,England,62,62,Cambridge United,425000.0,2000.0,CM
A. Hahn,28,Germany,62,64,FC Viktoria 1889 Berlin,400000.0,850.0,CB
S. Benyamina,31,Germany,62,62,FC Viktoria 1889 Berlin,325000.0,950.0,ST
Álex Serrano,26,Spain,62,65,Górnik Łęczna,525000.0,1000.0,CAM
B. Dickenson,28,England,62,62,Carlisle United,400000.0,3000.0,LW
M. Armellino,31,Italy,62,62,AC Monza,325000.0,1000.0,CM
N. Knight-Percival,34,England,62,62,Tranmere Rovers,130000.0,2000.0,CB
P. Sprint,28,Germany,62,64,FC Viktoria 1889 Berlin,350000.0,700.0,GK
H. Zuck,30,Germany,62,62,1. FC Kaiserslautern,350000.0,1000.0,LB
K. Wallace,26,England,62,65,Burton Albion,475000.0,1000.0,LB
L. Hendrie,26,England,62,62,Hartlepool United,400000.0,2000.0,RB
F. Flückiger,30,Germany,62,62,Türkgücü München,275000.0,1000.0,GK
Ü. Tosun,28,Germany,62,62,Türkgücü München,400000.0,1000.0,CM
S. Braun-Schumacher,32,Germany,62,62,SC Freiburg II,250000.0,950.0,CB
R. Oates,26,England,62,64,Mansfield Town,500000.0,4000.0,ST
J. Hanson,25,England,62,66,Oxford United,525000.0,2000.0,RB
B. Walker,25,England,62,67,Port Vale,575000.0,2000.0,CM
J. Wilson,25,England,62,65,Port Vale,525000.0,3000.0,ST
T. Dallison,25,England,62,67,Crawley Town,525000.0,2000.0,CB
B. Killip,25,England,62,68,Hartlepool United,500000.0,2000.0,GK
D. Ferguson,27,England,62,63,Hartlepool United,425000.0,2000.0,LWB
L. John,27,England,62,64,Sutton United,425000.0,2000.0,CB
D. Jones,26,England,62,64,Port Vale,450000.0,2000.0,LB
S. Sané,28,Germany,62,62,FC Würzburger Kickers,400000.0,2000.0,ST
L. Rinaldi,27,Argentina,62,63,Club Atlético Aldosivi,475000.0,3000.0,ST
J. Jesgarzewski,27,Germany,62,63,SV Meppen,425000.0,550.0,RB
S. Matthews,24,England,62,66,Crawley Town,575000.0,2000.0,RM
F. Dornebusch,26,Germany,62,64,Fortuna Sittard,375000.0,2000.0,GK
H. McGahey,25,England,62,66,Oldham Athletic,500000.0,2000.0,CB
G. Guerrieri,25,Italy,62,66,US Salernitana 1919,425000.0,5000.0,GK
C. Burton,24,England,62,66,Plymouth Argyle,450000.0,2000.0,GK
H. Lewis,23,England,62,72,Southampton,775000.0,6000.0,GK
N. Smith,25,England,62,65,Port Vale,475000.0,2000.0,CB
J. Rose,26,England,62,66,Walsall,425000.0,2000.0,GK
F. Rawson,24,England,62,67,Mansfield Town,550000.0,3000.0,CB
R. Fallowfield,25,England,62,67,Harrogate Town,550000.0,2000.0,RB
L. Ward,24,England,62,67,Swindon Town,475000.0,2000.0,GK
S. Kroll,24,Germany,62,70,SV Darmstadt 98,775000.0,2000.0,GK
D. Telford,24,England,62,67,Newport County,600000.0,2000.0,ST
N. Dekoké,25,France,62,65,US Quevilly Rouen Métropole,475000.0,1000.0,LB
L. McGee,25,England,62,66,Forest Green Rovers,425000.0,3000.0,GK
D. Sommariva,23,Italy,62,69,AC Monza,675000.0,650.0,GK
Douglas Oliveira,26,Brazil,62,64,Hokkaido Consadole Sapporo,500000.0,1000.0,ST
